Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
2-Hydroxyphenylacetic acid,0.0034915203,0.0038165860000000003,0.040406896000000005,0.0006408332999999999,0.004350924000000001,0.001184014,0.005082949,0.0015040964999999999,0.0198162011,0.016132555,0.092516737,0.197022334,0.005562968,0.10151263499999999,0.012928904199999999,0.069468558,0.286529442,0.032665090400000006,0.007658039,0.040414805000000005
2-Hydroxyundec-3-enoyl-CoA,0.009103003,0.023747578,0.010605622,0.018938919,0.01092814,0.024142627,0.009016014,0.011546624,0.062273573,0.014329174,0.032817116,0.132065484,0.010306628,0.017492626,0.000830132,0.019596823,0.000470469,0.02501126,0.018456408,0.018197193
2-Isopropylmalic acid,0.001086392,0.002424432,0.008301916,0.000678854,0.00090787,0.000429561,0.000617556,0.00110542,0.003712855,0.014312208,0.000472604,0.031496001,0.002390847,0.001667596,0.003066594,0.000685073,0.000625331,0.013525517,0.003815606,0.006097409
2-Ketohexanoic acid /2-oxohexanoic acid,0.000817283,0.001460126,0.001070343,0.000588376,0.00204249,0.001098859,0.000357796,0.001870876,0.001152648,0.002493724,0.003014729,0.002818849,0.000546126,0.002682296,0.001170804,0.00056386,0.002600662,0.002067472,0.000864003,0.001387409
2-Mercaptobenzimidazole,0.030731185,0.016426998,0.018062056,0.018304492,0.039998784,0.023262554,0.010515585,0.027518807,0.035082837,0.019146499,0.01316198,0.02319479,0.014932523,0.008091342,0.009132956,0.006713349,0.016523526,0.031887588,0.022899259,0.00673811
2-Methylhippuric acid,0.000227276,9.46072e-05,0.000268036,9.71592e-05,0.000217331,4.04381e-05,0.002061447,9.43481e-05,0.00042177,0.000257753,6.1336e-05,0.000729919,0.007610621,0.058857067,0.00011923,0.0,0.002463008,0.004412726,0.000194403,0.0
2-Methylpropyl benzoate,0.00639706,0.003257349,0.004275397,0.0029088,0.007247588,0.004309629,0.001072128,0.005143884,0.00550797,0.004759328,0.002776405,0.004619727,0.002940287,0.002119803,0.002054153,0.001470143,0.003383468,0.005776621,0.003839227,0.001149576
2-methoxy-6Z-hexadecenoic acid,0.004897388,0.001881053,0.011382338,0.000331347,0.0,0.000223671,0.002755086,0.0,0.000781919,0.004530084,0.006774521,0.005737451,0.001394765,0.01403512,0.009654397,0.008044149,0.005200478,0.001127313,0.001071763,0.006320563
2-oxophytanic acid,0.02342718,0.017686256,0.015262873,0.016962606,0.022547316,0.01882528,0.006668131,0.024180629,0.028890461,0.019508863,0.012169705,0.019390433,0.01236132,0.009786071,0.007418762,0.007138919,0.015451357,0.020413586,0.015840997,0.006140074
20-Carboxy-Leukotriene B4,0.00380344,0.001022939,0.000731315,0.000589883,0.000878753,0.000607067,0.00039617,0.000659394,0.001162396,0.002639213,0.010209641,0.006182258,0.000524524,0.005597158,0.002109439,0.001005203,0.005018464,0.001022125,0.005240186,0.001302805
22-hydroxydocosanoic acid,0.002704172,0.001422902,0.007628796,0.000968217,0.00104244,0.000855116,0.00250957,0.000999848,0.002058692,0.004024337,0.005295605,0.003965416,0.00187145,0.010591337,0.03275224,0.00736032,0.013750165,0.003650576,0.001588221,0.010272474
24-hydroxytetracosanoic acid,0.009461643,0.005717679,0.02634166,0.002895132,0.005088763,0.002836074,0.011071748,0.007210359,0.010356094,0.014429442,0.012714052,0.014358442,0.003097322,0.034101184,0.079011724,0.036185834,0.046234411,0.014247864,0.006940635,0.021648844
25-Desacetyl rifapentine,6.29827e-05,0.000121633,0.000249744,0.0,7.18089e-05,0.0,5.72027e-05,0.0,6.98707e-05,0.000179207,0.000587255,0.000746157,9.05398e-05,0.011800646,0.000720116,0.000277419,0.0001255,0.000371774,0.000100538,0.002596195
"28-Glucosyl-30-methyl-3b,23-dihydroxy-12-oleanene-28,30-diate 3-[glucosyl-(1->3)-xylosyl-(1->2)-glucoside]",0.000575677,0.003037642,0.007669353,0.001648334,0.000923422,0.000400052,0.000887302,0.001531219,0.010806471,0.005036912,0.007524394,0.016335258,0.003358867,0.00686926,0.010894179,0.008543402,0.021796365,0.008893513,0.001200546,0.003866674
2iP(N6-Isopentenyladenine ),0.044341251,0.006281363,0.033225292,0.021802001,0.043983768,0.030247003,0.014755094,0.00110594,0.118809837,0.02431223,0.013127018,0.073253599,0.05756959,0.013378188,0.002225885,0.014847086,0.016920931,0.145590854,0.024968831,0.01729783
3'-Aenylic acid,0.080758459,0.110064212,0.203062352,0.049129841,0.068088528,0.040033362,0.026887946,0.027698954,0.212560454,0.547051887,0.121930862,0.318266728,0.022420719,0.356867299,0.259537215,0.209259327,0.056188724,0.063079829,0.085681386,0.144716087
"3,3'-Iminodipropionitrile",0.217918026,0.086367254,0.109012519,0.123400242,0.249745663,0.110115999,0.052382731,0.147589899,0.143447685,0.176106833,0.074304029,0.121774755,0.08776754,0.060283687,0.058841366,0.076966311,0.113045934,0.157130895,0.152826063,0.057244426
"3,4-Dehydrolycopene/ 3,4-Didehydrolycopene",0.008028699,0.002999056,0.017276547,0.002425791,0.002628643,0.002665511,0.003298894,0.002320248,0.004516308,0.007385876,0.021234037,0.010906015,0.002973105,0.046944245,0.031082915,0.010670055,0.009522284,0.003856653,0.004010296,0.033587575
"3,4-Dihydroxyphenylacetaldehyde",0.001172748,0.000138922,0.000630551,0.002535608,0.000702041,0.00052632,0.00352315,0.000949156,0.001521134,0.000597136,0.000343011,0.000791065,0.000778123,0.000444351,0.000773945,0.00051534,0.000584415,0.002282637,0.00152683,0.000288487
"3,5-Di-tert-butyl-4-hydroxybenzaldehyde",0.035384601,0.019635099,0.021212159,0.018334051,0.046142737,0.025327144,0.011820903,0.030049924,0.033848079,0.024219271,0.018395163,0.02287829,0.02165338,0.013375404,0.011327627,0.011479474,0.018847038,0.043520269,0.034920433,0.010583398
"3-(4-Methoxy-2-methylphenyl)-2,5-dimethyl-N-pentan-3-ylpyrazolo[1,5-a]pyrimidin-7-amine",0.000625321,0.000157613,0.001551222,0.000734748,0.000138214,0.001008775,3.54769e-05,0.000764813,0.000424348,0.00256412,0.001075347,0.005615155,0.000542117,0.01881693,0.000558519,0.001678494,0.002852174,0.005840139,0.00034697,0.007321916
3-Amino-6-{4-[(4-Methylpiperazin-1-Yl)sulfonyl]phenyl}-N-Pyridin-3-Ylpyrazine-2-Carboxamide,0.009746932,0.002065585,0.006261225,0.004549261,0.008921657,0.004998419,0.001128865,0.006128711,0.011391249,0.009533248,0.004336984,0.006699313,0.005382754,0.00302256,0.001305875,0.004663782,0.006304238,0.011642432,0.00657199,0.001588709
3-Heptyldihydro-5-methyl-2(3H)-furanone,0.106742822,0.062241414,0.072678703,0.074074438,0.130178431,0.093497183,0.035466212,0.095366604,0.116154125,0.067752436,0.055815934,0.095808591,0.048145116,0.038122471,0.029550137,0.031840131,0.058519303,0.115474705,0.085430367,0.022756155
3-Hydroxy-1-phenyl-1-octadecanone,0.004769984,0.000638707,0.002089009,0.000551254,0.000212193,0.00136064,0.000675129,0.000198738,0.00196482,0.011248227,0.036792505,0.011707659,0.000854283,0.011860389,0.00934927,0.008372272,0.011273349,0.003363136,0.003526282,0.055255165
"3-Hydroxy-6,8-dimethoxy-7(11)-eremophilen-12,8-olide",0.021952032,0.013983263,0.076077407,0.149194762,0.029787457,0.040360213,0.01067436,0.038022035,0.07174208,0.167649487,0.149896036,0.04136814,0.041404109,0.071903135,0.107787711,0.00925994,0.058758775,0.056212589,0.022889269,0.082470224
3-Hydroxyhexacosanoyl-CoA,0.00044076,0.006092677,0.013745506,0.000274166,0.001409375,0.000651591,0.000493802,0.000929015,0.002940764,0.008917418,0.00122823,0.004337238,0.001371965,0.006224033,0.003575866,0.072168059,0.024245047,0.006780736,0.002057254,0.007217742
3-Hydroxytetradecanoic acid,0.004092817,0.000998039,0.00161401,0.003574226,0.006909788,0.004082612,0.002568147,0.00483328,0.008214295,0.002621141,0.010540431,0.009441137,0.004594663,0.008423346,0.006694204,0.005053262,0.01041125,0.006808398,0.005182025,0.015273495
3-Indolepropionic acid,0.001211154,0.002996831,0.001028429,0.0,0.000454392,0.000295411,0.000859216,0.000789087,0.001979209,0.005710291,0.015973473,0.012759931,0.000281448,0.004609567,0.002718712,0.001764964,0.008780536,0.003428512,0.003387369,0.007775672
3-Methyl-2-Oxovalerate,0.021562753,0.008634371,0.009833739,0.009935518,0.018925113,0.011660567,0.00527303,0.014616007,0.016680683,0.022865969,0.006634002,0.011113603,0.007287086,0.005350962,0.004217268,0.011118685,0.010004627,0.01782265,0.013746248,0.007932283
3-Methyl-4-phenyl-3-buten-2-one,0.009097268,0.004619423,0.003403941,0.003978769,0.008587942,0.004757819,0.002056235,0.005827779,0.008642926,0.005725833,0.004270313,0.006802294,0.003221539,0.003636837,0.003099979,0.002088521,0.003667339,0.007694002,0.006333572,0.00268479
3-Methylene-indolenine,0.01036187,0.005894516,0.00724294,0.006198799,0.01010938,0.006143321,0.002706593,0.00883189,0.011479726,0.010109077,0.011633468,0.014078473,0.003840245,0.004658115,0.003520314,0.003728137,0.010352102,0.010129809,0.008226427,0.006912609
3-Methylindole,0.004316226,0.00424793,0.053578982,0.001153285,0.001522352,0.001026846,0.006145063,0.001217204,0.025778676,0.026975006,0.135785881,0.00095453,0.003833602,0.040732682,0.011201459,0.052355444,0.218658827,0.017656508,0.00846507,0.037902181
3-Methylpimelic acid,0.012325946,0.003889027,0.005085751,0.002572309,0.007185226,0.00251442,0.001436151,0.003311128,0.010727825,0.018888731,0.003726215,0.015193888,0.004421314,0.00874542,0.003659614,0.001380248,0.016139046,0.005678972,0.005774178,0.005704589
3-Methylsuberic acid,0.036869032,0.011908686,0.026770011,0.014947018,0.011139518,0.007459873,0.006198018,0.015644172,0.032750118,0.065330963,0.022901683,0.122161065,0.025187419,0.166692281,0.02324734,0.038080109,0.094091738,0.057084261,0.020711257,0.063580618
3-Phenyl-2-propenenitrile,0.012654295,0.010992422,0.049567771,0.005113001,0.009282739,0.006373318,0.011044936,0.009478444,0.043881945,0.036521051,0.11610959,0.055658952,0.006592581,0.035329669,0.012810604,0.057223504,0.19185045,0.025272066,0.013969378,0.036060467
3-hydroxy-2-phenylchromen-4-one,0.000361894,1.34242e-05,0.000196813,0.000124377,0.000260752,0.000123689,7.32505e-05,0.000317147,9.35102e-05,0.000319079,0.000163844,0.000213735,6.83692e-05,0.482537003,4.79941e-05,6.844e-05,7.85668e-05,5.87218e-05,0.00016973,4.23289e-05
3-hydroxyheptadecanoic acid,0.003817286,0.001947063,0.005175168,0.000658218,0.001427856,0.00034461,0.003429176,0.001277187,0.001366092,0.006442037,0.012275293,0.007640312,0.001097691,0.009379777,0.006070837,0.008502615,0.020491463,0.001860092,0.002182681,0.028795754
3-oxo-5S-amino-hexanoic acid,0.006711658,0.000643178,0.003457421,0.000577898,0.005492539,0.004421937,0.01073799,0.000735869,0.001368808,0.002666734,0.020560005,0.005854918,0.001062564,0.001380392,0.003451964,0.001130846,0.001996182,0.001276977,0.000932667,0.006088811
3-oxoglycyrrhetinic acid,0.021992431,0.025382631,0.01856243,0.021993846,0.03498095,0.018646009,0.006401334,0.029959954,0.023646012,0.02313598,0.009175633,0.012979198,0.016092235,0.010432574,0.015422431,0.013727622,0.017250162,0.032274335,0.015192968,0.006356462
"3a,7a,12a-Trihydroxy-5b-cholestan-26-al",0.004120763,0.002441825,0.004096988,0.002994574,0.004449423,0.002747628,0.001277456,0.004385425,0.005036577,0.003894384,0.005789283,0.006480099,0.004321956,0.00775769,0.002233645,0.001708042,0.002210574,0.004995831,0.003420302,0.002353763
"3h-Indole-3-propanoic acid,a-amino-",0.006074826,0.007471161,0.014302915,0.001894184,0.001785044,0.005031196,0.001966032,0.003623703,0.007742694,0.040910417,0.127681929,0.026520434,0.005231062,0.148488897,0.053511542,0.015699169,0.143958748,0.009163805,0.002663256,0.018266592
3h-Sialic acid,0.117650304,0.105862916,0.396316067,0.059258521,0.046060312,0.028696135,0.023867214,0.024524164,0.17888068,0.754042069,0.177547544,0.263086463,0.020045456,0.27137798,0.30501017,0.169718613,0.058628572,0.070293681,0.082186205,0.000804217
"4'-Hydroxy-5,5'-diisopropyl-2,2'-dimethyl-3,4-biphenylquinone",0.041551724,0.028584131,0.047279543,0.027983448,0.064496873,0.030149063,0.013394649,0.057110528,0.067901806,0.029437906,0.44762585,0.039988502,0.027451702,0.024088163,0.011676804,0.016651136,0.028147461,0.063568735,0.039971928,0.009125173
"4,1-Benzoxazepine",0.00131116,0.001119234,0.004684438,0.000758986,0.001432472,0.000785544,0.000941417,0.00074751,0.002807353,0.004225876,0.043617042,0.009838993,0.000856474,0.008193309,0.0032237,0.004572263,0.024835565,0.003119994,0.001524179,0.006743834
"4,4'-dihydroxy-3,5-dimethoxydihydrostilbene",0.000780814,0.00194825,0.002267918,0.000345157,0.0006614,0.000496361,0.00063691,0.000337972,0.001211578,0.002057827,0.002467004,0.003078899,0.000859546,0.001278947,0.000898053,0.002024947,0.000565275,0.001269511,0.000524224,0.000321478
4-Coumaryl alcohol,0.076546919,0.084191695,0.00468282,0.004187184,0.0119158,0.006968557,0.019349072,0.006116715,0.075829687,0.102309553,0.92031698,0.20122111,0.004710017,0.034185751,0.034174752,0.056217864,0.370044662,0.042932189,0.064029287,0.039156706
4-Desacetylvinblastine hydrazide,0.000395762,0.007342664,0.026610763,0.003146342,0.000801046,0.002339676,0.002132271,0.001441219,0.004357973,0.00241785,0.002585497,0.026338039,0.000656446,0.003404956,0.011151467,0.007324461,0.024804647,0.000862203,0.001381043,0.005047451
4-Hydroxybenzenesulfonic acid,0.042591935,0.028857073,0.005730214,0.001492232,0.020290954,0.003161446,0.002204385,0.002792585,0.16914365,0.008919344,0.024946973,0.04264359,0.00141753,0.009628966,0.005831251,0.003872332,0.004280499,0.019871577,0.002755455,0.004696595
4-Hydroxyphenyllactic acid,0.005933765,0.006966794,0.022351525,0.003226188,0.005381409,0.002353489,0.00307971,0.003707029,0.01730336,0.029296739,0.037486151,0.079229842,0.00263286,0.160033638,0.015661531,0.025219718,0.062447641,0.028566012,0.02399749,0.043376002
4-Isopropylbenzoic acid,0.002937872,0.001387292,0.002503042,0.001894141,0.004102513,0.002815123,0.000809383,0.0020699,0.003636119,0.003399905,0.00250136,0.002396305,0.002379717,0.000966,0.000687918,0.002213705,0.001986523,0.003811411,0.001668866,0.000605889
4-Methylthiobutyl glucosinolate,0.009870978,0.004572363,0.006543549,0.005929763,0.010858873,0.00603136,0.002064489,0.007532225,0.008098444,0.005188924,0.004346496,0.006231255,0.003951525,0.002374885,0.004625358,0.005798119,0.004105955,0.00860342,0.002783745,0.005044893
4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone,0.003384979,0.002102632,0.002373536,0.002265604,0.004699881,0.003331917,0.001090247,0.003050801,0.003662207,0.003601417,0.00284974,0.002926738,0.002711892,0.002600444,0.001730972,0.001156256,0.00328572,0.003920967,0.001934594,0.002211356
"4-{[(5,5,8,8-Tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbonyl]amino}benzoic acid",0.021749377,0.008844917,0.009318376,0.008919006,0.016762709,0.008437792,0.004624782,0.01146121,0.019278834,0.029880668,0.014246316,0.010132268,0.008720646,0.01415124,0.006204728,0.016367182,0.01394735,0.01541016,0.014269345,0.034935077
45-Hydroxyyessotoxin,0.000566888,0.002756746,0.012755147,0.000645211,0.000669664,0.000733209,0.000735951,0.000545775,0.004290894,0.006310343,0.011233657,0.020211707,0.000479247,0.026620419,0.015620777,0.022660065,0.023915125,0.004408513,0.002895749,0.005117425
"5,6-Dihydroxyprostaglandin F1a",0.002847304,0.002383844,0.003439091,0.00052053,0.001386375,0.000810997,0.001405686,0.001862209,0.006083056,0.006987891,0.005323142,0.013783624,0.000737156,0.008823804,0.001586978,0.004227763,0.003028792,0.00221696,0.001291061,0.001703581
"5,7-Icosanedione",0.030245521,0.004941205,0.024633579,0.001693815,0.001857159,0.002464526,0.013739213,0.00107096,0.002935195,0.054756906,0.092763326,0.029903525,0.0168545,0.118773253,0.052250145,0.066701465,0.065000793,0.014543032,0.020255131,0.368958454
"5-(2,3-Dihydroxy-3-methylbutyl)-4-(3,4-epoxy-4-methylpentanoyl)-3,4-dihydroxy-2-isopentanoyl-2-cyclopenten-1-one",0.011996583,0.003635017,0.00497564,0.001258121,0.001159655,0.001656398,0.002533631,0.001638602,0.005526486,0.017064249,0.013520618,0.011671022,0.004489851,0.01199333,0.006454055,0.011266755,0.013244662,0.00891431,0.006054942,0.011296973
"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone",0.0,0.0,0.0,0.0,0.000115668,9.71824e-05,0.0,0.0,0.0,0.002322192,0.0,9.48691e-05,0.0,6.37029e-05,3.71649e-05,0.0,0.595428675,0.0,0.0,0.000931563
"5-(Acetylamino)-N,N'-bis(2,3-dihydroxypropyl)-2,4,6-triiodo-1,3-benzenedicarboxamide",2.20698e-05,0.001325483,1.53812e-05,0.000636755,4.63911e-05,0.0,0.0,0.000719678,0.000699044,0.001531724,0.001652048,0.005590538,0.000862704,0.003309299,0.0,0.001022029,0.000151256,0.000572674,0.000711808,0.001701648
5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE,0.004306499,0.006478782,0.00425647,0.001170434,0.000730416,0.000607922,0.003845213,0.001631369,0.002722679,0.020261665,0.010092768,0.004861695,0.002096832,0.012945492,0.009478371,0.015148932,0.004437164,0.017441276,0.008882891,0.050113346
5-Decanoyl-2-nonylpyridine,0.602397185,0.147322209,0.29104225,0.261979712,0.387584244,0.160004324,0.138849818,0.442617688,0.202903668,0.175128164,0.067449761,0.18313649,0.039356868,0.080395341,0.263712671,0.105467149,0.27400623,0.182309889,0.17236308,0.073612901
5-Formiminotetrahydrofolic acid,0.001460586,0.005902082,0.00576117,0.000359407,0.000964122,0.000690968,0.000686197,0.00078548,0.004620765,0.004987095,0.017109365,0.020850981,0.000845847,0.004177927,0.00205182,0.00769527,0.053901354,0.003753266,0.004233778,0.018175531
"5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate (5-HPETE)",0.001370971,0.000759858,0.001448543,0.000529005,0.00110781,0.000822304,0.000319845,0.000917207,0.000795345,0.001526365,0.002100241,0.005752594,0.001109087,0.012103534,0.000677986,0.002197328,0.004614012,0.003703513,0.00067648,0.004575025
5-Hydroxy-7-methoxy-2-tritriacontyl-4H-1-benzopyran-4-one,0.001660817,0.000499928,0.018029419,0.000643622,0.000976934,0.000973473,0.000842516,0.001044498,0.001109973,0.001131765,0.00946117,0.002740538,0.000961035,0.011571956,0.017150222,0.001812052,0.004613129,0.001134212,0.001110235,0.024722422
5-Hydroxy-7-tetracosanone,0.02156909,0.006745029,0.052508318,0.006135914,0.004732562,0.005450951,0.027148469,0.007983725,0.006274913,0.00725405,0.033697717,0.022286938,0.012115946,0.032438843,0.079246445,0.077196372,0.077489629,0.010799418,0.026300961,0.052575157
5-Hydroxyisourate,0.018917962,0.073724797,0.001432214,0.064013686,0.001503799,0.02049617,0.007242773,0.075238156,0.057003488,0.002478494,0.000545789,0.028875292,0.018133134,0.017058422,0.014707985,0.002113975,0.004489341,0.057324403,0.030233165,0.006722506
5-Methoxy-7-(4-hydroxyphenyl)-1-phenyl-3-heptanone,0.30836949,0.197057451,0.214403217,0.215440809,0.301133989,0.241969094,0.103654135,0.312151333,0.353940887,0.251782555,0.168578091,0.267398324,0.153075677,0.105858154,0.092634947,0.097558347,0.199504911,0.387118081,0.247924155,0.077487032
5-O-Methylembelin,0.00420365,0.00306794,0.001663042,0.063603854,0.004944265,0.001856461,0.014969196,0.001272727,0.013529679,0.010528145,0.012159852,0.022323207,0.001029044,0.004825474,0.004442228,0.002660393,0.016906701,0.004336106,0.003602868,0.001421675
5-Tricosenylresorcinol,0.012436145,0.002221488,0.008554328,0.007468229,0.026200646,0.008220592,0.007935141,0.018943481,0.007695936,0.00567,0.000116187,0.007096461,0.009557902,0.00081602,0.005975987,0.001572222,0.00953348,0.00733913,0.006054063,0.001432706
5-keto stearic acid,0.012662787,0.008512214,0.038286517,0.008373421,0.011460905,0.009080592,0.009654627,0.036004457,0.01764591,0.03692872,0.062152459,0.150808561,0.01758585,0.517991377,0.057605869,0.093286844,0.209997892,0.071277132,0.01020636,1.143718803
5-methylhexadecanoic acid,0.014771091,0.004161394,0.018912392,0.003781777,0.001308516,0.003171702,0.003808815,0.002420603,0.004788305,0.039782138,0.018783082,0.009377233,0.011868051,0.021689775,0.014187124,0.054514245,0.041971925,0.002047415,0.005817303,0.131192745
