Pathway,A1_RPKM,A10_RPKM,A11_RPKM,A20_RPKM,A28_RPKM,A29_RPKM,A30_RPKM,A6_RPKM,A7_RPKM,A9_RPKM,B1_RPKM,B10_RPKM,B2_RPKM,B3_RPKM,B4_RPKM,B5_RPKM,B6_RPKM,B7_RPKM,B8_RPKM,B9_RPKM
PWY-6124: inosine-5'-phosphate biosynthesis II,505.7792119808682,651.0172845151216,629.4285980963954,521.0927989479605,549.9095834143423,494.9930833439285,562.9972917754483,619.5815220553144,679.2919271538249,515.7902472472517,542.5552369032538,592.3986392157124,499.2596465494537,603.4631301193394,542.2183119679455,683.4533054145213,540.4059703747696,384.5986726022583,519.7239714317437,640.9594631873111
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,404.66148127463487,464.93862308212675,558.7244245995957,525.240012499866,551.1848417355797,404.83787778537453,469.5625473643,571.02057922168,493.9067800488221,493.5497372230553,372.4641730066304,463.44718732735925,486.414331129903,352.7305180341849,538.1857092141063,482.073377155682,445.0190867984078,190.6973041147568,415.46279352151197,484.55797184186275
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,463.85444099888736,567.4402443704961,675.0289751154623,618.8702556881045,618.2138954472263,457.9095200118274,562.116108993858,634.6629185767321,608.6471425869781,549.7454558490323,466.843964808404,560.392490226322,550.5154485435276,459.1871625772422,627.3361131008078,587.1332701480691,550.4527509367808,255.27851714291992,482.5516628608819,603.4015099313174
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.192543223450068,0.0,0.0,0.0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,343.2595761125798,525.9833089426843,509.3067452692101,359.0688466747117,462.5086148467213,308.21481671308504,459.73697942887156,450.6348431027411,378.93192331504366,311.98658005284483,422.673315174447,330.8447448992885,403.3413928812813,298.6915043331062,444.2776881169069,513.7584517675731,503.1992518587726,107.14970872050684,376.9480981109305,340.32783235033014
PWY-6151: S-adenosyl-L-methionine salvage I,417.42465047916096,585.0350220267084,676.8424026924719,511.90894165054914,531.9315549598354,364.62501003520055,563.5614087898324,568.2151716017836,659.7118514445168,429.46508872190896,611.6629891159929,577.6606536773262,496.6005486021307,476.9713265423408,593.8667557286992,686.8999519949433,584.1693565191488,230.19017045562273,499.7090795014949,554.7471104948336
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,352.7888041981536,577.1365861135816,649.2458149301924,418.9946724779177,439.4412567919683,344.687154901373,534.1812593778857,505.42707520583303,532.4587760072282,396.2636020312622,470.70676404196996,541.829897385717,431.7311782878989,485.8205041452839,519.0912527789145,609.8186882405391,586.7202261701412,258.42912711903887,355.82799416479907,537.100858864581
PWY-621: sucrose degradation III (sucrose invertase),67.85626574730483,124.75448192466581,229.32241695801613,195.87228589959156,164.03516575443103,41.90363162822307,155.8617901746077,157.87250636421123,265.2958026303508,82.82343293556295,137.50346232066187,128.11519557272032,172.1375087386901,221.99760561248075,232.8515974745848,171.22913936293557,235.07581696241596,70.68561786574355,39.337054170338085,254.66322625340925
PWY-622: starch biosynthesis,0.0,0.0,3.1508429508015516,0.0,0.0,71.83705605369641,30.298270334556538,39.176497556382536,0.0,0.0,16.14329603225041,32.836851168653936,0.0,53.76738478583257,0.0,8.093986541670171,95.17829020546144,0.0,54.30999382683439,17.15499650518659
PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II,0.0,0.0,0.0,18.705015654251213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6270: isoprene biosynthesis I,262.0599853315938,406.26726043258446,389.4596334427594,252.6468485832515,307.262768506607,259.94522858389786,372.32346729428843,350.622119759717,295.6241634089888,244.52315478489203,374.8758786079273,325.05007560833644,277.9786520682409,268.6970984774406,319.0498604528518,398.9235588320244,382.0742882134782,141.59376790771762,204.17444132287773,264.5996098907408
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,440.2414620972792,535.9816508961309,624.5912591965036,502.5713019411821,490.07162209184077,399.56987818652084,549.4331655055073,545.9495500127732,624.1313120696785,426.4086272502077,516.7374858765469,581.4763159198802,479.22886747846593,530.4515555222899,565.6637638953299,628.898735544877,544.5828624783508,321.90737919221414,416.8266462756566,635.0207986775591
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),298.41746886625833,389.599847627801,341.3304268415975,350.74230808268504,349.80809953515364,377.10386568334064,335.479379071832,415.38662919704416,411.0288751269087,161.04707624186307,261.93158292740856,281.68109454723884,304.410306517949,257.0696681031609,448.8862271713263,326.4802939103754,318.15629225686985,200.76713220140056,184.11854724646423,211.27032639380224
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),138.29923879151883,192.6782943403067,260.04189714418067,161.36773736209898,81.89663438038983,0.0,204.63425229529597,126.37413008746586,361.3736105246776,168.2461796021692,178.51849833197878,218.6067769859176,117.07916983674666,0.0,194.37453448616964,217.54347659217785,149.99398183398563,139.33170889092773,143.91991466953604,106.11629142292685
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),201.19801958139158,271.92679611064943,232.6800860786737,231.42249621200648,137.61451546675835,0.0,272.3519316306888,200.566129099449,398.63708796639406,189.14960423649038,231.66110834447323,157.80098194588666,177.9886137413483,0.0,277.89131590552034,277.1318828098666,192.9926641482756,142.8458376147968,180.3106746679377,94.13776424460357
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian),31.139110288949468,37.29093432071694,75.59497726528357,7.605404407696279,5.828634536794609,0.0,47.05650869340611,45.88820635262201,31.981990517108773,22.892314476063728,62.2180395573874,83.1385794571013,34.95387390407971,120.54883883468838,26.150126017909347,66.52853424720186,62.57965746314413,15.562442936847063,14.991187127311433,84.50764400211544
PWY-6293: superpathway of L-cysteine biosynthesis (fungi),27.307910816317886,2.053080576793441,0.0,17.059579525492442,12.993519317718452,0.0,4.120437976182414,8.602479370879243,0.0,15.649854776607961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6305: superpathway of putrescine biosynthesis,47.84899291162215,50.53699590979056,42.438447988574794,42.39798653111358,37.171618174008096,13.994755610993122,41.37399556317418,71.1131373473166,21.603680695867684,9.312489391852496,51.41360836011178,50.12343792076509,30.526012658231824,34.55747738821781,47.27438003768504,36.67862575704493,37.73332489645911,17.46715449259957,22.090093811796923,37.40112963469017
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)",0.0,0.8582820475704602,0.0,0.0,0.0,0.0,1.2945137258568806,3.0952491323152276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6368172060864956,0.45340356653453906,0.0,0.0,0.0
PWY-6313: serotonin degradation,0.0,1.1418148349686223,0.0,0.0,0.0,0.0,1.7171375111592044,4.056638539993958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5625928669469555,0.5937589024126652,0.0,0.0,0.0
PWY-6317: D-galactose degradation I (Leloir pathway),324.7361460544929,389.9381728656559,484.7918713211081,346.25178212811767,339.8748960613743,218.0747342690332,337.1119624412536,402.14918242419816,523.638188356907,330.39952553246627,311.40638418899687,310.1820125301436,326.4180801929708,269.8265557153805,330.1095131609018,439.9274031526365,284.16355738893475,164.10812926079205,347.25875497368537,356.69041569330324
PWY-6353: purine nucleotides degradation II (aerobic),31.804157867901893,72.34338948545964,25.03889952074572,78.75928405226595,0.0,0.0,65.95837492561671,38.247840742714125,0.0,19.53221046786689,58.92416945143377,113.7502172946547,99.58389785261427,24.503458013603094,0.0,58.14377809267326,41.6177431904456,57.335135002311446,21.525367736550653,56.610023268307785
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),471.7583469786663,723.4055659422854,746.230606012573,532.2826280538657,602.3476330806759,434.7551559477238,669.1348106552205,625.3157405575748,652.8792265954545,490.8885378724952,624.485460969089,636.1292059780725,499.79702916080737,511.0257119040806,587.9422069312118,756.5789949804407,663.0819891546026,283.5068927077174,489.4064402673986,584.6772369424722
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),473.16168899581123,716.8512243131706,772.6046438311602,522.7968737933209,599.2745701182641,432.2978954958536,655.2702271185462,611.991538470273,627.0803332551512,493.10050579195035,633.6512146630303,639.7143521593885,484.0282136803596,541.1074883885176,586.9333672367032,764.4222718281168,683.6885467422452,279.0460961152684,513.5359932016262,639.5530553061617
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),460.5130994100208,717.4872762453535,761.2245202631713,505.0189319610114,589.4926581280887,428.53448617838205,657.6578882326058,606.7965211599189,616.0465481203871,475.21055714898614,628.9109137011162,631.417536717439,478.9582602815115,526.9700725516749,585.2040762503941,761.3692156886848,682.202809295575,278.0647043849356,497.2224464558406,624.5278426137421
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants),0.0,0.0,0.0,0.0,7.252922729302936,0.0,0.0,0.0,11.869328768090234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia),26.893991494577524,2.326649022991929,0.0,0.0,0.0,0.0,4.226123009569306,0.0,0.0,0.0,22.66404118833786,9.215689928997158,0.0,3.4635105179292376,5.055179301087796,1.5670200628720785,3.384607736376466,0.0,0.0,7.09745427399551
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),0.0,5.183521140989279,10.072120085416845,0.0,0.0,0.0,72.6747790892081,0.0,119.15324710729095,29.07168723724576,38.5383824010263,81.7581792450198,0.0,27.39694087359027,11.398302311302498,36.476160572758275,13.98042473285858,0.0,44.48662313669628,21.001451018402506
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,15.032898366840346,6.668040806837414,31.865489781450073,0.0,0.0,81.61276041313192,14.105414543043741,4.071504074431634,6.929170469656549,0.0,14.108713618194455,17.80901617825988,5.499909078504623,17.357756745571336,10.900297967146875,13.764358000259984,30.252605509799647,0.0,17.42225864735194,22.518277965659443
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,168.45835817791178,197.5510009290535,8.25109127426501,184.1926173607069,161.7056354620084,240.7542032438871,200.54261402892885,216.2398617176864,94.43135002732113,13.293489929594047,195.26587544127807,77.31046166471607,113.72858784306698,94.98204169508361,204.2816883781093,97.85879536564869,56.84060112428419,94.62513837341947,138.28017687898773,87.42462606205977
PWY-6527: stachyose degradation,260.155607406247,165.92436815034947,306.0905910061552,172.75367344359665,145.41215879515042,148.1914379427313,218.59381326582087,183.88425653650285,144.0545689240109,153.34088635237583,203.36410665786482,287.6227900451628,155.24372210187877,245.5124601127388,216.45057544509785,285.3638278196459,247.47045233070688,70.37049029339876,124.92033089733482,313.46814409899
PWY-6531: mannitol cycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076105126480083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,0.0,25.86040576564736,0.0,0.0,0.0,31.626058004712608,14.987688749202329,74.73228830748835,0.0,0.0,0.0,0.0,23.100986640374817,45.94641034769469,66.7141758621952,35.977532351981566,3.7715384592058796,0.0,0.0,0.0
PWY-6549: L-glutamine biosynthesis III,0.0,0.0,54.33918151838715,0.0,0.0,0.0,4.095022577761337,0.0,0.0,0.0,10.368710182917619,42.141595261467565,22.484857229702307,0.0,28.101756500231232,48.127463703377764,43.87252685116682,0.0,0.0,55.987475097921134
PWY-6562: norspermidine biosynthesis,25.366376913913612,15.235922718270894,0.0,49.83605966435452,48.606980481781356,46.66963871990283,12.437713797591044,24.53591940161854,35.88639621554178,0.0,0.0,0.0,16.672579493273453,0.0,9.75450033906538,10.097157653387223,2.357566816624195,0.0,0.0,0.0
PWY-6588: pyruvate fermentation to acetone,46.154535750283074,77.42561060497495,69.68460098806827,30.954541307829466,34.35113939689497,0.0,87.09708428940047,37.17027329395071,37.17766821046611,53.25180483134014,93.66600223214729,110.16314924114353,29.79125198122281,43.509518299599094,30.99640694105355,54.388589556699046,53.81004099902393,49.2105959983508,34.0911836904385,71.05433789947726
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.0,0.0,0.0,12.733745489449653,25.519602455665318,0.0,0.0,0.0,22.025932843718717,0.0,0.0,0.0,0.0,0.0,0.0,9.462597739000854,0.0,0.0,0.0,10.17481234032969
PWY-6595: superpathway of guanosine nucleotides degradation (plants),15.65572114094118,28.661059638958474,11.542229342677151,28.605909558447717,0.0,0.0,21.54226727945558,10.268139776826276,0.0,9.817899831555957,26.413619922141137,16.99460936620747,10.269511508326111,10.679949245773741,0.0,22.57399733462942,12.810912064491546,0.0,13.800074749550573,14.992190351773893
PWY-6606: guanosine nucleotides degradation II,41.256416720842154,38.6368769645663,36.088392082968326,41.02576007767946,15.263514814368788,0.0,29.554263732426147,20.11772586325472,50.36926880094457,23.404384860171394,48.14557663489087,55.976933659947086,49.34912879507095,27.073753250515317,23.298947755139416,36.83091532019997,17.110843859097894,32.349271863949966,25.13679302919464,22.274901290646113
PWY-6607: guanosine nucleotides degradation I,12.241157952287134,26.390519149990936,8.695411875732862,30.788822807068538,0.0,0.0,19.905156160074068,9.83004504568095,0.0,7.934717199281628,21.79763432506313,16.827856491575197,10.508218851867419,8.310118981113668,0.0,19.288538819994436,11.47701832930068,0.0,11.886500205067495,14.321442776441666
PWY-6608: guanosine nucleotides degradation III,95.94927385592722,133.79162321857763,166.45290776569686,59.574837408782706,55.777962751291746,0.0,189.88946033356925,95.39502798642165,69.14476852501075,42.107718396933926,271.3092375426726,147.6048947309347,73.33713417172461,118.87939694468655,108.4366314757799,177.90876088718434,228.26170704941234,87.01318341959055,33.62230850009754,86.55579452295841
PWY-6609: adenine and adenosine salvage III,636.8533736948791,687.8210201700841,846.1675439557083,589.657908388444,557.3354372427793,540.3707552564018,693.5959100709805,655.2995660111238,736.8877171510495,574.6569439004122,683.1831217870836,744.6562691090384,541.4071283059718,570.485628773252,567.6897044433555,823.1095169576042,686.48351633205,350.03851623663377,619.7963589989955,830.6263310144124
PWY-6612: superpathway of tetrahydrofolate biosynthesis,290.01189043838485,149.302629156717,294.78553417071527,333.5875427603352,309.01314981794695,237.77554161417387,235.5962205074168,384.8656122981907,358.5092047770797,219.3898147903353,170.76126775801907,281.1329553303081,235.96331577869844,111.16472180346732,195.71970780465998,305.585826485555,209.95321682781108,81.65732123213242,263.0811738664423,257.96191770704536
PWY-6628: superpathway of L-phenylalanine biosynthesis,320.4354611741488,386.83358903023753,433.8489617704632,400.82125740863177,410.21049321202685,292.12106521453967,402.02810870329523,446.7924199607385,504.0374591062971,316.98482413971715,331.18084272246335,401.20418163449875,399.0746333238458,359.02263403120645,410.0838704481654,453.0918063461137,392.11316604336,183.18542563213396,314.2598868490693,424.0949068677179
PWY-6629: superpathway of L-tryptophan biosynthesis,358.8063407811838,449.1193411414806,579.9071642236867,477.43065902670156,486.8836318744809,329.82046249370603,485.51282046097776,515.0262783597328,576.9248829381089,398.83398799239416,382.3204858601522,523.4462017703194,458.0774757391952,460.3722252234987,518.8837968919304,559.3739355198101,462.3433774059695,236.37074083553773,387.5998073296103,530.3845873166047
PWY-6630: superpathway of L-tyrosine biosynthesis,300.6863771312788,402.82106217503184,418.5687318917786,411.38542763961004,397.48056335082566,291.9515894663989,385.4940117716398,394.8825822352898,475.2427764066186,309.5528718377927,295.5537618809064,374.03475731966506,383.30152418953725,344.59522153564626,405.07269854441836,412.37676209186736,370.18576681248214,186.03777133408082,301.1782812131158,401.8226192526847
PWY-6700: queuosine biosynthesis I (de novo),485.70111904698695,612.6463696115081,576.7210459847444,478.4128841082414,557.0103866533373,490.627178886346,537.1788526886249,532.6107739266101,509.47499361196003,471.3766101514482,546.1260936417056,519.6239339165545,411.3622360682913,466.24151717438417,527.6088914074237,589.3933015697297,559.3213120431762,231.67543424143142,515.7891480721418,469.0599750337416
PWY-6703: preQ0 biosynthesis,265.0547196648801,364.5610109166413,373.4416006452815,335.28215446077195,388.14023843751846,301.6020884850832,271.97989944215107,337.6205106856163,371.9779928926683,302.18637931150107,254.7234026034964,308.9018372527024,360.5563573269536,322.75159242484517,306.7414178968124,342.9636377986201,293.194532913245,177.110367423617,245.97612441000973,359.64498296945254
PWY-6731: starch degradation III,0.0,0.0,3.034498154057713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.207674025695764,0.0,0.0,3.3054561837526073,5.752984502238697,8.25262341958854,0.0,0.0,9.090284836368534
PWY-6748: nitrate reduction VII (denitrification),0.0,1.8993657817668663,2.824579114085509,0.0,0.0,0.0,1.7618429854634472,10.492688798123684,0.0,0.0,3.1404580580323826,6.768215986709826,16.476080177361286,0.0,12.809830108697673,3.3745936495242708,3.82318361414493,0.0,0.0,0.0
PWY-6749: CMP-legionaminate biosynthesis I,0.0,1.6235067908846785,4.015765418455069,0.0,0.0,0.0,2.5452941768599797,0.0,0.0,0.0,2.360285337537985,2.5354868099273173,0.0,0.0,12.114065244626902,2.165314586651341,2.732208575214988,0.0,0.0,0.0
PWY-6803: phosphatidylcholine acyl editing,78.99182418990112,131.6441616804877,13.843862294498278,107.40083417876876,196.16700496440728,145.27342635305257,113.04789543245474,112.3564623744837,113.53617173565927,126.32744407889896,57.87386839238429,34.97929490299644,132.39957609233718,33.629649619416824,108.33068041698044,73.29527109575285,27.244149551874298,25.98980592281818,75.00672874310173,11.720727869328899
PWY-6823: molybdopterin biosynthesis,123.0556181899478,221.60111898559842,194.92994864367492,179.2605730636209,255.60708284452335,59.216619507199766,237.47946089528426,205.02706528046238,215.46425781170788,234.62566493517755,181.7550296124047,185.30793480279286,176.28956919205646,164.1218133619779,269.3244179225886,198.05916712851962,146.2085055699268,126.65837660849009,96.31876498472822,120.3212754704958
PWY-6859: all-trans-farnesol biosynthesis,53.14858666369592,43.14657745578302,92.1165120584632,99.90148321997526,26.710480298350653,42.269752691331234,85.6145426322352,71.56078930904701,59.70132738064289,38.95223122195342,64.62307515534894,143.91212050648295,96.3602321294451,137.98680147017683,101.60093541900314,89.38527025786931,73.7427113172508,59.371695693274965,78.93194661196485,128.4228336470221
PWY-6876: isopropanol biosynthesis (engineered),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0691244328721206,0.0,0.0,0.0,6.671791954830817
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I,0.0,2.54908386506344,9.575130251139814,0.0,8.964362100519752,0.0,3.6668578060133052,19.279689410247865,0.0,0.0,5.91105172849393,7.112592779520232,20.146231237190722,0.0,15.390861694482643,6.465174061765161,6.3370063669912025,0.0,0.0,33.48357827673581
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,0.0,0.0,26.456026538773155,0.0,28.260546787565914,0.0,11.921816127155758,47.77327326122559,0.0,0.0,0.0,11.995730712385358,56.11654763685767,0.0,15.447855343310152,20.643176925687555,17.635388659990348,0.0,0.0,76.30325061740079
PWY-6897: thiamine diphosphate salvage II,245.2855877801392,300.2134532306021,270.6407027721152,281.46977616561645,338.94609694105515,245.85113969800503,295.42029295777445,364.997467382563,293.68030428524213,243.40153305215117,299.68879292999196,253.5912931996048,178.3185232725632,193.55035319506175,309.48596684717427,348.9002162978564,291.4046105182002,89.40803938797413,224.2045762562202,181.85914659893098
PWY-6901: superpathway of glucose and xylose degradation,47.23521234703658,120.64030424684873,110.44527338940823,89.24180267794937,0.0,88.5219282782815,159.47660903006243,124.8103766195118,22.37375129934316,122.5322402756318,113.52091717323957,140.7684451130552,46.13111993949903,123.59311027767698,40.82449003629504,145.98726683185046,141.98471454845145,0.0,58.76217916494388,138.41096271164457
PWY-6902: chitin degradation II (Vibrio),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3311987904958804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4771978956763814,0.0,0.0,0.0,3.40712258966337
PWY-6922: L-N&delta;-acetylornithine biosynthesis,46.77404361808179,45.81131237973842,0.0,0.0,14.920342301698456,22.945486205444936,34.916217098512874,32.795883004544116,10.206180941113972,0.0,45.07867045561792,14.243248744216029,0.0,18.08403893361967,8.071342594121758,16.540827825536226,10.039117282517472,0.0,28.443368667075784,23.001198895826327
PWY-6936: seleno-amino acid biosynthesis (plants),375.55875737938476,517.9244983661374,602.3163764306184,493.854148910694,515.8048054145971,232.83438023876462,572.1821666398172,534.6491098702148,639.5144021702858,442.5860199287174,470.66025241473136,516.054692079384,476.22476051810656,550.1959329483855,549.2624055833854,649.3669553948513,435.7511817930504,217.47225489145936,443.07737642862384,590.3509765335009
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)",8.954280149973172,12.815387880469506,0.0,36.61117008743807,29.35396927976654,0.0,7.891790859551507,9.478328076401352,17.421339939267476,0.0,0.0,0.0,0.0,0.0,0.0,1.203480608534873,3.095851473350178,0.0,9.779560914709469,0.0
PWY-6969: TCA cycle V (2-oxoglutarate synthase),71.56274543644264,69.41168409796971,75.25823982681294,59.161827813587095,29.9631084768714,80.50344900971466,83.75651048519342,73.63042160808126,0.0,65.7045590675773,85.19730846115353,110.05287390890419,134.35373447891024,76.06954367000748,158.10121915768363,84.71842164568437,116.03775852295317,35.67013194170298,93.56392974154176,74.15880576013281
"PWY-7013: (S)-propane-1,2-diol degradation",79.86568141157093,103.77412059883974,5.885658106511744,88.52367994730933,32.35985701043113,0.0,56.706385979126885,114.57496764851918,27.407830992226966,44.05067455659436,77.65041263204614,24.044327162759334,30.336808298197717,40.224510588730965,16.84411570692587,89.31241473133586,10.982851205947851,42.30061916879582,52.21489598619389,10.734721034521595
PWY-702: L-methionine biosynthesis II,380.1282209608823,425.4969513082606,531.4336660861376,481.74664523839954,455.04219060598865,240.1250342250812,419.4580443542221,531.7546085514433,692.7085315993995,434.28497047755945,363.3358659845468,439.5659762894827,454.98727377324656,371.42624794685076,479.6268852385193,565.505898157662,334.24765509402846,307.0992288935616,443.4734645181428,487.29350850160614
PWY-7031: protein N-glycosylation (bacterial),0.0,1.5201844948672552,3.3795250061009536,0.0,0.0,0.0,1.8835248366923352,6.940820552190307,0.0,0.0,3.367428136893,5.460928156617118,14.427501690331654,0.0,6.426177926926442,2.314135381527127,3.3913162917150514,0.0,0.0,0.0
PWY-7111: pyruvate fermentation to isobutanol (engineered),425.6029330227373,499.4360169143044,652.8827049262228,595.9119039974397,585.2515433390795,332.89647886325133,543.9605751079756,557.5226341384579,688.5408321560541,478.0247791599077,419.25545193543036,555.0226852707551,560.7568152839376,585.9788559838224,572.734373580035,612.0605472813861,486.0902716526548,315.24446676859054,431.18267145929417,652.4280011932502
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",150.02049977351587,205.83306196801766,16.842495870540567,192.52230315983525,226.77201949654327,147.62125144339308,236.00748363035768,221.8973075254439,241.84815561611592,148.04395318004748,163.5030264054177,45.71882523814238,199.58254273584717,52.47042708183489,229.68217609402453,161.9094256161118,62.54193230625882,0.0,112.21794000781807,24.494568585812996
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",270.84993748466366,289.06100646820374,301.68182554242776,320.13789008342445,371.07204906524447,192.76863738119448,335.2806745573518,328.6509775716695,381.9162361662508,268.4856228132736,279.0533592495523,273.95056594570605,311.9798936575995,282.3226347360991,349.52841649734364,360.124346452597,275.0949887160909,127.1416039793679,229.4985648419071,342.9944497446941
PWY-7118: chitin deacetylation,13.092096750975182,2.3312528723460515,0.0,0.0,0.0,11.690006473423582,8.31526394011513,2.021708253400221,0.0,0.0,3.120033872647601,0.0,9.540137142808833,10.98431439501947,4.300077450466804,3.7337437180203485,0.8604481837447252,0.0,10.816546556901162,0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,0.0,31.355690612700354,0.0,6.198130060569311,28.67203577704774,33.69032178094057,16.07142659184153,129.04809153619718,0.0,0.0,0.0,0.0,25.563186184157463,78.52082578180803,93.37529333084217,56.22449660439246,3.796014287825607,0.0,0.0,0.0
PWY-7185: UTP and CTP dephosphorylation I,0.0,21.539526742791836,0.0,0.0,19.427969482853204,23.113941223944153,10.862043309657565,92.61590506386185,0.0,0.0,0.0,0.0,17.34168547082899,58.78488624495626,66.3533826397693,39.479449175826154,2.5411930738778827,0.0,0.0,0.0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,35.81159591809224,59.12735004379132,0.0,82.94971183371264,72.03758233745593,0.0,63.80522633966041,92.0601012240317,75.27852456745012,0.0,48.22126317479488,0.0,45.28932156602482,0.0,124.20581320388952,17.384943960012983,6.250154071535314,0.0,24.047466964168446,0.0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.981938747114063,0.0,0.0,0.0,15.144851394446505
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,278.9749689530844,322.06318055624433,401.19339668015743,425.69952822947766,462.4862236566924,279.31954984290616,339.62545830017956,428.6386247808863,384.1360487026847,400.7764509284064,248.4326604277584,323.428653302629,377.23585597131665,246.83673668675002,424.71037755588065,329.3405466667875,300.31058543539046,113.84607367379077,305.75249782018557,359.9036668174113
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,16.821917406075983,150.62243585102607,309.43342686577876,189.59748340390038,118.31122232448783,77.44672284497119,199.91679140612922,171.68391307175568,245.7832448882897,112.08640794576564,132.46263222952726,255.40155496505724,131.0421168510322,128.5421243535794,255.15984260044254,256.3186318530746,217.66469470354517,127.69289443585335,186.8929435986658,247.29294237252992
PWY-7199: pyrimidine deoxyribonucleosides salvage,410.0075713507584,454.64890818514726,605.6567565318319,418.44210621676467,367.0015058968949,322.4151749311507,469.57231204185956,426.3383551164888,540.0022674530641,306.4009109865612,458.05098618131154,479.6330248316278,308.7866272057085,394.14433693779057,428.9825096752367,575.4451325654828,557.1298232242926,152.2187553125485,359.2402541254259,556.6826080560274
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,38.22672939612106,114.24831510006153,341.4660121844532,106.43115073260658,79.10541307448611,0.0,188.22193818417975,0.0,165.90191287437676,48.7982856975073,201.8468410139317,206.70501916221923,123.12817433682225,178.13981856267517,231.8600370883619,247.0246345082204,317.6953408196436,83.90862104925601,49.14490767620539,105.22410989352129
PWY-7208: superpathway of pyrimidine nucleobases salvage,365.83746127172776,403.27805343347825,503.2882236507622,516.6012357415941,520.9082344761011,382.518522158861,411.99592545475144,526.7972666311724,454.3015836451111,463.1080428107755,332.91451013533407,413.0704373263855,443.36629326022575,330.24147445173975,505.3189957397309,425.63292682631266,391.4805031175573,164.60914845000076,375.3965263253882,456.7264881468932
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3713941686973454,0.0,0.0,0.0,0.0
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,0.0,34.33275427844908,0.0,0.0,31.574157738923653,36.52787101866335,17.73788082707701,137.25085896679164,0.0,0.0,0.0,0.0,28.119077775920896,83.59177185903118,100.4695798683314,60.823451990971186,4.209293642237657,0.0,0.0,0.0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,0.0,13.92063605332991,0.0,11.000681285867913,30.71266705089246,0.0,25.224726976905817,31.58960801915765,0.0,0.0,0.0,0.0,33.86441456047705,66.25794975972019,17.745804179622116,27.548120288085308,6.883648637271486,0.0,0.0,0.0
