Species,A10,A11,A1,A20,A28,A29,A30,A6,A7,A9,B10,B1,B2,B3,B4,B5,B6,B7,B8,B9
Lactobacillus crispatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006899101,0.0,0.0005665962,0.0086795658,0.0,0.0,0.0001216268,0.0,0.0,0.0
Prevotella dentalis/seregens,0.0,0.0,0.0,0.0004060486,0.0,0.0015567454,0.0001542093,0.0001334943,0.0,0.0,0.0001652752,0.0,0.0,0.0005120541,0.0002388379,0.0,0.0,0.0,0.0008929541,0.0
Corynebacterium argentoratense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006592006,0.0
Gemella haemolysans,0.0016524929,0.0019383478,0.0067860877,0.0077122896,0.004880456,0.0041034283,0.0011066218,0.0082390802,0.0010204376,0.0032246213,0.0015976409,0.0015478791,0.0009415672,0.0,0.0007871683,0.005704665,0.0023111697,0.0022133555,0.0224359989,0.0041715121
Staphylococcaceae sp.,0.0010602381,0.0012078279,0.006063176,0.002532368,0.0026137143,0.0114905631,0.0023068552,0.0108124975,0.0,0.0025539863,0.0023355875,0.0049061289,0.0006486914,0.0005949964,0.0005933091,0.002990986,0.0020752896,0.0019568386,0.0190652297,0.0022335157
Atopobium rimae,0.0001622692,0.0001821415,0.0008865865,0.0020681112,0.0007246823,0.0,0.000313995,0.0002171214,0.0,0.0010239926,0.0016453476,0.0004911375,0.0014680169,0.0015984342,0.0002925871,0.001001035,0.0005732836,0.002552208,0.0,0.0021319388
Veillonella sp.,0.0011010144,0.000277549,0.0133613597,0.0028039583,0.0017102503,0.0,0.0010181014,0.0035304226,0.0,0.0055212238,0.0,0.0,0.0,0.0,0.0,0.0,0.0003126133,0.0,0.0,0.0002221403
Prevotella salivae,0.0007528728,0.0268791172,0.000912218,0.0013888592,0.0,0.0,0.0003095114,0.0,0.0007749001,0.000987819,0.0068243706,0.0017883574,0.0028587609,0.0189695822,0.0106328553,0.0065819425,0.0267712058,0.0024828775,0.0017329984,0.0049856155
Mogibacterium timidum,0.0002889148,0.0,0.003317604,0.0027879333,0.0005732683,0.003147516,0.001164144,0.000935061,0.0,0.0008114227,0.0007639089,0.0005105942,0.001051514,0.0007206413,0.0002489459,8.31555e-05,0.0005811914,0.0,0.0018138131,0.0011596611
Parvimonas micra,0.000292058,0.0001906808,0.0011762504,0.0032744856,0.0007523095,0.0,0.0026103761,0.0012173699,0.0,0.0,0.0021383945,0.0009156973,0.0019483842,0.0045651225,0.0002439316,0.0005087334,0.0012181244,0.0078229971,0.0012424897,0.0045060555
Parvimonas sp. oral taxon 110,0.0001098134,0.0,0.0,0.0,0.0,0.0,0.0002752197,0.0004984501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002695129
Parvimonas sp. oral taxon 393,0.0001328489,0.0,0.0007045196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58036e-05,0.0,0.0,0.0018087419
Gemella sanguinis,0.0210436403,0.0008297603,0.0068367657,0.0011804318,0.0054677765,0.0032144455,0.0156586678,0.0074108941,0.0088085423,0.0026592199,0.0052805359,0.0498352552,0.0029946243,0.001389211,0.0005087345,0.0309546926,0.0043476933,0.0168441051,0.0064580212,0.0
Methanobrevibacter oralis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003882391,0.0002174845,0.0,0.0003647769,0.0,0.0,0.0001664177,0.0,0.0,0.0004042669
Lactobacillus oris,0.0,4.35943e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002372235,0.0,0.0,0.0011020608,0.0,5.20732e-05,7.52925e-05,0.0,0.0,0.0008059558
Lactobacillus sanfranciscensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007573279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus vaginalis,0.0,0.0,0.0,0.0017750855,0.0,0.0,0.0,0.0,0.0,0.0,0.0007957694,0.0,0.0,0.0136238532,0.0,0.0,0.0002346236,0.0,0.0,0.0008849947
Olsenella phocaeensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002623496,0.0003024121,0.0,0.0,0.0007061607,0.0,0.0,0.002857129
Granulicatella adiacens,0.0024012934,0.0034403473,0.0024525782,0.0027374262,0.0022717903,0.0017832658,0.0011957205,0.0005358221,0.0039038109,0.0067540099,0.0030626188,0.0040261956,0.001512414,0.0005625715,0.0023633879,0.0044614367,0.001949834,0.0022369212,0.0052214738,0.000911777
Streptococcus sp. 263_SSPC,0.0011737061,0.0030713408,0.0023207704,0.0034019408,0.003820772,0.0041712388,0.0047083328,0.0011775755,0.0207484459,0.0044136987,0.0078875892,0.0052070337,0.0048282353,0.0012069662,0.0047975684,0.002655498,0.0010967707,0.0058943205,0.0060511892,0.0011146942
Abiotrophia defectiva,0.0001979452,0.0004399197,0.0106437122,0.0,0.0032560329,0.0014843023,0.0,0.0002770837,0.0,0.0065566234,0.0002666674,0.0,0.0,0.0030407643,0.0,0.0028522367,0.0005111037,0.0,0.0008553561,0.0
Neisseria elongata,0.0010687283,3.54633e-05,0.0007168328,0.0021327856,0.0060946421,0.0007382655,0.0017548728,0.0020254934,0.0016268647,0.0,0.0001312395,0.0005705747,0.0037022356,0.0,0.0035536585,0.0008277574,6.02724e-05,0.0,0.0007695763,0.0
Neisseria elongata,0.0011617568,7.40291e-05,0.0067184779,0.0025775252,0.0055038563,0.0,0.0015499747,0.0022132132,0.0052526882,0.0025302834,0.0004524208,0.0006521159,0.0013293681,0.0,0.0035963308,0.000950794,0.0002625911,0.0,0.0052563638,0.0
Neisseria sp.,0.0073916313,0.0012028545,0.0021415221,0.0088901145,0.0048275471,0.0066678355,0.0170043138,0.0048079722,0.0093455024,0.0030487836,0.0100192312,0.0018469395,0.0074951238,0.0005783298,0.0054018598,0.0032710542,0.0008470006,0.0178411287,0.0038438084,0.0013584706
Neisseria meningitidis,0.0034854134,0.0003017807,0.0008528707,0.0027024923,0.001053149,0.0050337134,0.0013715485,0.0029864505,0.0259268045,0.0,0.0,0.0032548298,0.0014293103,0.0,0.0006273226,0.0003394964,0.0003491316,0.0,0.000985009,0.0
Neisseria subflava/meningitidis,0.0026202426,0.0001731888,0.0011392394,0.007392121,0.0177964685,0.0061499933,0.0019178187,0.0015808015,0.0016008822,0.001018256,0.0007889649,0.0016978923,0.006823213,0.0,0.002931083,0.0023801155,0.0003543333,0.0,0.001224881,0.0
Neisseria flavescens,0.0026934305,0.0003779708,0.0022050871,0.0109981784,0.0024628372,0.0170273421,0.0013506434,0.0068758573,0.0061723316,0.0027871263,0.0007870061,0.0064947968,0.0120973085,0.0,0.0073564117,0.0085255498,0.0010027173,0.0027348267,0.0032774161,0.0
Neisseria sp.,0.0293052507,0.0004878298,0.0204146812,0.0481530926,0.0444170322,0.0345114554,0.0323203483,0.0372271532,0.0407996371,0.0039342831,0.0009813673,0.0130181511,0.0461884172,0.0005619758,0.0334058932,0.0086530736,0.0063605109,0.0037775374,0.0247334221,0.0061580618
Rothia dentocariosa,0.0011844915,0.0020272924,0.0007918341,0.0035236783,0.0011263998,0.0037702865,0.0007981345,0.0113131819,0.0103238506,0.0019336031,0.0085885579,0.0013517446,0.0025291941,0.0054710729,0.0028784145,0.0010031743,0.0021647155,0.0039826872,0.0077188087,0.022560568
Weissella paramesenteroides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004005266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peptoniphilus rhinitidis/lacydonensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16335e-05,0.0,0.0,0.0,0.0
Rothia mucilaginosa,0.0,0.0178985087,0.0,0.0070477872,0.0,0.0,0.0,0.0005634536,0.0024935839,0.0,0.0213413763,0.0,0.000880653,0.004985952,0.00779602,0.0047088523,0.0110755637,0.0060205214,0.0,0.0169378116
Rothia mucilaginosa,0.012839045,0.0008910472,0.0020035358,0.0200016289,0.0066604461,0.0171982563,0.0040887739,0.0216861842,0.0214026954,0.0083964769,0.0018110307,0.0077476815,0.0188052848,0.0037200674,0.0426486739,0.0153136328,0.0096401924,0.0263696581,0.0379396632,0.0025090208
Schaalia meyeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000803914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microcoleus vaginatus,0.0,2.85956e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actinomyces sp.,0.0,0.0,0.0,0.0013886003,0.0019613567,0.0,0.0001957001,0.0,0.0,0.0,0.0017597396,0.000252256,0.0016011429,0.0004603428,0.0003263298,0.0,0.0002026766,0.0015067843,0.0,0.0020432664
Moraxellaceae sp.,0.0,0.0,0.0,0.0,0.0,0.0,7.94273e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pyramidobacter piscolens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001906513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97214e-05,0.0,0.0,0.0
Actinomyces timonensis,5.14099e-05,0.0,0.0,0.0,0.0,0.0,0.0002186102,0.0,0.0,0.0,0.0001284772,0.0003776936,0.0,0.0,0.0,0.0,0.0001122989,0.0,0.0,0.0
Treponema denticola,0.00170614,0.0,0.0052757599,0.0008637306,0.0005203601,0.0024062921,0.0016956287,0.0010766192,0.0,0.0032459496,0.001606148,0.0075032571,0.0012367908,0.0029617935,0.0010134185,0.0003946193,0.0004697471,0.0057920363,0.0038925605,0.0047432097
Treponema putidum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001122617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neisseria bacilliformis,7.05754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006609209,0.0,0.0002112365,0.0,0.0007957937,0.0,0.0003424655,0.0,0.0,0.0,0.0,0.0
Cardiobacterium hominis,0.0006672435,5.10388e-05,0.0,0.0017763059,0.0022685171,0.0,0.0030394596,0.0025667526,0.0040850954,0.0,0.0,0.0003059865,0.0005246991,0.0,0.0004772953,0.0004122231,0.0001051145,0.0,0.0009350843,0.0
Eggerthia catenaformis,0.0001022523,0.0,0.000860013,0.0,0.0,0.0,0.0002017675,0.0,0.0,0.0,0.0003165239,0.0004921462,0.000541137,0.0,0.0,0.0001008088,0.0006585663,0.0,0.0,0.0003222035
,0.0,0.0,0.0007843685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002391061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0001813997,0.0,0.000357446,0.0,0.0,0.0,0.0005774757,0.0001420699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capnocytophaga granulosa,0.0026895832,0.0001506249,0.0,0.0026267852,0.0,0.0,0.001280946,0.0001345774,0.0,0.0,0.0077841251,0.0002900147,0.002229861,0.0,0.0138797068,0.0002370879,0.0019892453,0.0,0.0018467915,0.0007861566
Capnocytophaga haemolytica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65756e-05,0.0,0.0,0.0
Lachnoanaerobaculum saburreum,0.0001805775,0.0066634156,0.0006982849,0.0,0.0,0.0,0.0003500722,0.0002572834,0.0,0.0011981111,0.0009703252,0.0,0.0012614466,0.0037103111,0.0006055243,0.0038162965,0.0041274488,0.0017787239,0.0,0.000916451
Selenomonas sputigena,7.68515e-05,0.0001295955,0.0,0.0009806479,0.0,0.0,0.0003185574,0.0002403865,0.0,0.0,0.0050158625,0.0009811622,0.0005661402,0.0014514188,0.0011215148,0.0001612782,0.0034466542,0.0036139645,0.0,0.005212611
Corynebacterium matruchotii,0.0007126188,0.0004048354,0.0008124849,0.001169744,0.00233369,0.0026161172,0.0054129822,0.0094941518,0.0060259896,0.0018546805,0.007351844,0.0051297864,0.0072888846,0.0012019805,0.002875473,0.0019474628,0.0010575764,0.0028440213,0.01134796,0.0007929988
Campylobacter gracilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002265066,0.0,0.0,0.0005610428,0.0002162587,0.0,0.0,0.0,0.0,0.0001200154
Selenomonas noxia,0.0001962037,2.91959e-05,0.0,0.000773584,0.0007479229,0.0,0.0039125836,0.0001798012,0.0,0.0008823237,0.0052746391,0.0003252655,0.0022877859,0.0,0.001012681,0.0003831546,0.0005500368,0.0075339217,0.0009582409,0.001210827
Leptotrichia goodfellowii,0.0001819443,0.0,0.0,0.0,0.0,0.0,0.0,0.0003002111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shuttleworthia satelles,9.14009e-05,0.0001424212,0.0,0.0008048399,0.0,0.0,0.000158913,0.0,0.0,0.0,0.0015650242,0.000268684,0.0005551071,0.0006090506,0.0003807859,0.0004481274,0.0010822868,0.0016706351,0.0,0.0008794571
Selenomonas sp.,0.0001771114,0.0007466509,0.0,0.0,0.0,0.0,0.0001909269,0.0,0.0,0.0,0.0017478427,0.0,0.0009006325,0.0010839965,0.0006350049,0.0002875702,0.0038617621,0.0046634404,0.0,0.0011852812
Selenomonas flueggei,0.0001964175,0.0009756472,0.0,0.0,0.0,0.0,0.0004091061,0.0,0.0,0.0,0.0021762118,0.0,0.0006562563,0.0031969329,0.0011236475,0.0001157959,0.0005889088,0.0039702466,0.0,0.0005061027
Peptoanaerobacter stomatis,0.0,0.0,0.0005566575,0.0,0.0,0.0,0.0001508609,0.0,0.0,0.0,0.0,0.0002117039,0.0,0.0,0.0,0.0,6.0548e-05,0.0,0.0,0.0
Oribacterium parvum,0.0014971507,0.0002858941,0.0008647254,0.0,0.0,0.0,0.0013422243,0.0002119314,0.0009511609,0.0010506283,0.0,0.0005252008,0.002205154,0.0,0.0,0.0006810915,0.0001899453,0.0,0.0008589728,0.0
Oribacterium asaccharolyticum,0.0002207292,0.000359663,0.0,0.0,0.0,0.0,0.0007447361,0.0001402678,0.0018432041,0.0010691688,0.0013235121,0.0005526944,0.0055477406,0.002182492,0.0003537427,0.0006184887,0.0004374223,0.0,0.0,0.0
Prevotella marshii,6.45832e-05,0.0,0.0,0.0,0.0,0.0,0.0003385164,0.0002654593,0.0,0.0,0.0003320097,0.0002330361,0.0006328962,0.0,0.0003402946,0.0,7.64616e-05,0.0019785556,0.0,0.0004737032
,0.0017064981,0.0045698002,0.0017945972,0.0,0.0011444589,0.0,0.0090282227,0.0001881683,0.0012429673,0.0016228454,0.0047498889,0.0017080643,0.0008965803,0.0013584305,0.0016921501,0.0076992081,0.0173122831,0.0056914857,0.0014551309,0.0003424212
,0.0003245039,4.08195e-05,0.0009566564,0.0017060793,0.0,0.0,0.0004319305,0.0001585618,0.0,0.0,0.0005594618,0.0007356471,0.0004016999,0.0,0.0,0.0002606615,0.0007370579,0.0,0.0,0.0004085496
Lachnoanaerobaculum sp.,0.0037256532,0.0001069597,0.0011762414,0.0010113512,0.0008120705,0.000823649,0.0019162678,0.001110185,0.0022687525,0.0007327354,0.0,0.0025489542,0.0,0.0,0.000519089,0.0016986877,0.0005654144,0.0,0.0,0.0
Corynebacterium durum,0.0017845013,0.0003414908,0.0006113731,0.0031148364,0.0038964764,0.0,0.0046700175,0.0042984983,0.0073341971,0.0008459153,0.0009834935,0.0018551772,0.0012278609,0.0002294042,0.0006221529,0.0006368669,0.000487214,0.0,0.0034198389,0.0023925638
Actinomyces gerencseriae,8.56544e-05,4.56595e-05,0.000821807,0.0013193515,0.0005534791,0.0,0.0001465226,0.0002571576,0.0005364105,0.0011500769,0.0002433664,0.0001838254,0.000697808,0.0004067322,0.0,0.0001125186,3.35631e-05,0.0,0.0,0.0003853643
Actinomyces israelii,0.0,0.0,0.0,0.0,0.0,0.0022477479,0.0003678957,0.0002174344,0.0,0.0,0.0009605257,0.0002756276,0.0,0.0003634925,0.0003122522,0.0002838872,6.62277e-05,0.0021349533,0.0,0.0002963916
Prevotella shahii,0.0063493696,0.0,0.0010287094,0.0,0.0008755548,0.0,0.0011147885,0.0053511829,0.0007541902,0.0004135579,0.0,0.0023978517,0.0,0.0,0.0,0.0039031429,0.0002005046,0.0,0.0,0.0
Propionibacterium acidifaciens,0.0,4.6553e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004820526,0.0,0.0021126649,0.0005488886,0.0016316025,0.0,0.000943447,0.0020041835,0.0,0.000602774
Treponema maltophilum,0.0002196022,2.7203e-05,0.0,0.0,0.0,0.0015377342,0.0001459208,0.0001378912,0.0,0.0,0.0002452181,0.0002569439,0.0002543457,0.0006072463,0.0003345042,0.0,3.78962e-05,0.0,0.0,0.0002631589
Olsenella profusa,0.0,4.01925e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006043046,0.0001857416,0.0,0.0005533422,0.0013348949,0.0,0.0,0.0002932991,0.0,0.0,0.0004326362
Capnocytophaga sp. oral taxon 332,0.0001551796,0.0001072259,0.0,0.0,0.0,0.0,0.0020362588,0.0002527895,0.0,0.0,0.0015503261,0.0,0.0,0.0,0.0022378072,0.0003252545,0.0016375687,0.0,0.0023339547,0.0009575198
Neisseria sp. oral taxon 020,0.0001380526,0.0,0.0,0.0,0.0006843951,0.0,0.0,0.0,0.0,0.0,0.0001608468,0.0,0.0005169768,0.0,0.0,0.0,7.59586e-05,0.0,0.0,0.0
,0.000600907,0.0,0.0091077294,0.0024817011,0.0007592837,0.0023423375,0.0010904759,0.0003122196,0.0,0.0063962002,0.0037593064,0.0027194707,0.0005812758,0.002161924,0.0,4.16299e-05,0.0011204721,0.0021407865,0.0093023654,0.0085374605
Atopobium sp. oral taxon 199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002944849,0.0,0.0,0.0,0.0,0.0,0.0
Gordonia paraffinivorans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003382982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pantoea sp. A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000642945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actinobaculum sp. oral taxon 183,8.07726e-05,2.98168e-05,0.0009095815,0.0012764679,0.0005873223,0.0015028102,0.0009454752,0.0001810281,0.0,0.0,0.0013646851,0.0005063529,0.0027248757,0.001019574,0.0005973257,0.0,8.55237e-05,0.0,0.0,0.0017503238
Capnocytophaga sp. oral taxon 863,0.000293445,4.42592e-05,0.0,0.0,0.0,0.0,0.0,0.0003902745,0.0,0.0,0.0,0.0,0.0,0.0,0.0003842659,0.0004765488,0.0007966087,0.0,0.0017179456,0.0004112371
Porphyromonas sp. oral taxon 278,0.0,0.0,0.0021832574,0.0,0.000585201,0.0,0.0002066042,0.0003225121,0.0,0.0007373578,0.0012620706,0.0075761951,0.0,0.0,0.0002347529,0.0014256434,0.0001382325,0.0036132419,0.0062674069,0.0004091189
Prevotella aurantiaca,0.0052059012,0.0,0.0006363403,0.0,0.0017692212,0.0,0.000765783,0.0007729221,0.0,0.0,0.0,0.0016865675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitsuokella sp. oral taxon 131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000520213,0.0,0.0008165511,0.0006019351,0.0,0.0002168362,0.0002826255,0.0018611113,0.0,0.0006950917
Peptostreptococcaceae bacterium oral taxon 113,0.0001182075,0.0,0.0008939743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004449716,0.0001865112,0.0,0.0006054655,0.0,0.0,0.0,0.0,0.0,0.0015165197
Selenomonas sp. oral taxon 892,8.10975e-05,0.0,0.0,0.0,0.0,0.0,0.0003821991,0.0002920359,0.0,0.0,0.0001989437,0.0,0.0,0.0,0.0,0.0,7.76711e-05,0.0,0.0,0.0
,0.0013307532,8.12462e-05,0.0034069187,0.0007726463,0.0007523095,0.0,0.0020586385,0.0005384461,0.0,0.0,0.0035379994,0.0012693302,0.0006167012,0.0,0.0,9.83338e-05,0.0003859853,0.0018053637,0.0,0.0065064388
Treponema lecithinolyticum,0.0002222798,0.0,0.0010451152,0.0010776492,0.0,0.0097585502,0.0,0.0007787167,0.0,0.0,0.0014514574,0.0002540375,0.0005402204,0.0007675232,0.0,0.0,0.0001863053,0.0,0.0009253193,0.0005982924
Candidatus Saccharibacteria oral taxon TM7x,0.0,0.000171594,0.0,0.0,0.0,0.0,0.0,7.46438e-05,0.0,0.0,0.000596827,0.0,0.0,0.0,0.0,0.0003887692,0.0001910134,0.0,0.0,0.0
Coriobacteriaceae bacterium 68-1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53401e-05,0.0,0.0,0.0
Ottowia sp. oral taxon 894,0.0010267813,0.0,0.0,0.0006913592,0.0011361283,0.0,0.0017065616,0.0004017235,0.0008194327,0.0,0.0003677272,0.0,0.0,0.0008033609,0.0027737068,0.0002681141,0.0004080934,0.0,0.0008628509,0.0002327414
Candidatus Bacteroides periocalifornicus,6.10078e-05,0.0,0.0,0.0,0.0,0.002439495,0.0,0.0004661358,0.0,0.0,0.0002387308,0.0002064952,0.0,0.0013379345,0.0003631085,6.51747e-05,0.0,0.0,0.0,0.0
Corynebacterium provencense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78413e-05,0.0,0.0,0.0
Streptococcus sp. DD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36016e-05,0.0,0.0,0.0,0.0
Leptotrichia sp. oral taxon 847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006700228,0.0,0.0010196871,0.0011843943,0.0,0.0,8.61032e-05,0.0018013824,0.0,0.0008997381
Fusobacterium massiliense,8.46554e-05,0.0,0.0031745572,0.0,0.0015273075,0.0,0.0001577116,0.0057029212,0.0,0.0015403279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actinomyces mediterranea,0.0,0.0,0.0,0.0,0.0,0.0017021679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selenomonas sp. oral taxon 920,7.15803e-05,0.0,0.0,0.0,0.0,0.0,0.0002053995,0.0,0.0,0.0,0.0003646071,0.0,0.0,0.0,0.000453658,0.0,0.0001663846,0.0,0.0,0.0002846487
Cryptobacterium curtum,0.0,3.88794e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004067994,0.0,0.000579999,0.000581588,0.0,6.72891e-05,9.21846e-05,0.0,0.0,0.0018649
Corynebacterium lipophiloflavum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34504e-05,0.0,0.0,0.0,0.0
Neisseria cinerea,0.0,0.0,0.0,0.0008977932,0.0012925656,0.0,0.000292927,0.0006691604,0.0,0.0,0.0,0.0,0.0,0.0,0.000380882,0.0017597283,7.6923e-05,0.0,0.0,0.0
Filifactor alocis,0.0029085213,7.17645e-05,0.0127276257,0.0015241578,0.0006381531,0.0039788013,0.0137725392,0.0016782814,0.0,0.0165631725,0.0077803441,0.0029152743,0.0005599401,0.0028872472,0.0004250457,0.0001860076,0.0018432057,0.0170414636,0.010199959,0.0101956104
Porphyromonas endodontalis,0.0047470263,0.0001762182,0.0099791033,0.0015101187,0.0035756869,0.133604009,0.0188273049,0.0107723179,0.0,0.0078379032,0.0163378265,0.0077015688,0.0017922006,0.0134936903,0.0018058232,0.0011143969,0.0059096134,0.0023386398,0.0188765898,0.0141240016
Capnocytophaga gingivalis,0.0062578074,0.0003995452,0.001853902,0.0017813497,0.0016134437,0.0014243305,0.0008964799,0.0195382078,0.0023967462,0.0,0.0001689892,0.0003600871,0.0006620468,0.000649257,0.0008552681,0.0040287088,0.0005708861,0.0,0.0069508875,0.000399955
Gemella morbillorum,0.0012266186,0.0002547092,0.0083639035,0.000715175,0.0022752776,0.0,0.0021994352,0.0011653679,0.0008022835,0.0010660334,0.0031330027,0.0050380316,0.0,0.0,0.0013694785,0.0027580094,0.0019959026,0.0043129974,0.0053832987,0.0003146445
Bacteroidetes oral taxon 274,0.0020677013,0.000182188,0.0009879957,0.0022497642,0.0004519822,0.0843213327,0.0024512693,0.0021255659,0.0006103732,0.0,0.0007767418,0.0006973472,0.0006505663,0.0008694388,0.0013851745,0.0003795875,0.0002624023,0.001843595,0.0029320427,0.000431893
Lachnospiraceae bacterium oral taxon 500,0.0002019923,3.86107e-05,0.0,0.0,0.0006007905,0.0,0.0002758197,0.0001721039,0.0,0.0,0.0,0.0002999161,0.0,0.0,0.0,4.22976e-05,8.02743e-05,0.0029199796,0.0004680808,0.0001332842
Oribacterium sinus,0.0018976215,0.0015871678,0.0016661974,0.0016826653,0.0008785532,0.0020797746,0.0014074768,0.0026341861,0.0030085632,0.0,0.0010663911,0.0021089638,0.017308285,0.0017133554,0.0010882487,0.0041646258,0.0009235085,0.0163727686,0.0008832481,0.0003752715
Catonella morbi,8.17915e-05,0.0,0.0,0.0,0.0006272312,0.0,0.0,0.000384695,0.0,0.0,0.0002846529,0.0003461159,0.0,0.0,0.0002316739,0.0,0.0,0.0,0.0,0.0
,0.0017619627,0.0,0.0097792078,0.0,0.0012351401,0.0,0.0260684595,0.0,0.0,0.0100091385,0.0066545041,0.0110522144,0.0009140948,0.0,0.0,0.0,0.0044834268,0.009046072,0.009759761,0.0164889949
Granulicatella elegans,0.0009866794,0.0014469209,0.006142635,0.0006152397,0.0037851991,0.0017641612,0.0007987306,0.0061032285,0.0,0.0273908599,0.0006635312,0.000287644,0.0009477723,0.0,0.0,0.0033309779,0.0028742514,0.0016357575,0.0104667017,0.0003388385
Alloprevotella tannerae,0.0014544668,4.92854e-05,0.0082847999,0.0040268411,0.0007085809,0.0044529106,0.0020943393,0.0079891818,0.0,0.0021320667,0.0015754601,0.0135601531,0.002097167,0.0017531038,0.0008102344,0.0002160502,0.0029798097,0.0023011147,0.0012724091,0.0011502101
Kingella oralis,0.0,6.14379e-05,0.0,0.0021014281,0.0,0.0,0.0002583085,0.0002182405,0.0,0.0,0.0001799293,0.0,0.0009477723,0.0,0.0004334279,0.0,3.67308e-05,0.0,0.0,0.0
Simonsiella muelleri,0.0002772836,0.0,0.001040387,0.0,0.0035228748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulleidia extructa,0.000296402,0.0,0.0,0.0014620027,0.0012236514,0.0,0.0023145763,0.0,0.0,0.0,0.0001693698,0.0008605871,0.0006719281,0.0,0.0,0.0,0.000281157,0.0,0.0012334063,0.0003059195
Alloprevotella rava,0.000106764,0.0008304473,0.0,0.0,0.0,0.0,0.0,0.0008268542,0.0,0.000987819,0.0003516139,0.0005987489,0.0005879094,0.0,0.0026077672,0.0024445365,0.0025859706,0.0,0.0,0.0
